Timestamp,Gender,Year,FinAid,Sports,Orientation,Race,Religion,Conc,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Notes,Location,Day,Initials
10/1/2013 14:49:35,Female,Sophomore,"Grants, covering all costs",No,Heterosexual,Black,Other Christian,Humanities/arts,Strongly disagree,Somewhat disapprove,A moderate role,None of the above,"University grants and scholarships, Federal loans, My own income and savings","Yes, I support converting all bathrooms",25-29,Once or twice a week,"No, but I am or plan to",Somewhat disapprove,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 2,DO
10/1/2013 14:49:55,Male,First-year,None,No,Heterosexual,White,Atheist,,Somewhat agree,No opinion,A moderate role,None of the above,"Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",30-34,Once or twice a week,"Yes, but I am not or do not plan to",Somewhat approve,No opinion,,Faunce,Day 1,EH
10/1/2013 14:51:14,Female,Sophomore,,No,Heterosexual,White,Other religion,Humanities/arts,Strongly agree,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",I don't intend to get married,I have never masturbated,"No, and I would not have wanted to even if I felt more prepared",I have not heard of the strategic plan,No opinion,,Faunce,Day 2,JL
10/1/2013 14:51:34,Male,Junior,"Grants, covering some costs",No,,White,Protestant,Life sciences,Not familiar enough to answer,Somewhat approve,No role,None of the above,"University grants and scholarships, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",25-29,Once a day,"No, but I am or plan to",Somewhat approve,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,DO
10/1/2013 14:51:42,Female,Junior,None,Yes,Heterosexual,White,Agnostic,Social sciences,Strongly agree,Somewhat approve,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",30-34,Once or twice a month,"No, and I would not have wanted to even if I felt more prepared",Somewhat approve,Somewhat approve,,Faunce,Day 1,EH
10/1/2013 14:52:59,Male,First-year,Grants and loans,No,Heterosexual,"Hispanic, Black",Atheist,"Physical sciences (incl. math, CS)",Somewhat agree,No opinion,A moderate role,Depression,"University grants and scholarships, Federal loans","Yes, I support converting all bathrooms",Not sure,Once or twice a week,"Yes, and I am or plan to",Somewhat approve,No opinion,,Faunce,Day 2,JL
10/1/2013 14:54:18,Female,Sophomore,"Grants, covering some costs",Yes,Heterosexual,White,Jewish,Life sciences,Strongly agree,Somewhat approve,A small role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",30-34,Less than once a month,"Yes, and I am or plan to",Strongly approve,Somewhat approve,,Faunce,Day 1,EH
10/1/2013 14:54:24,Female,Sophomore,"Grants, covering some costs",No,Heterosexual,"White, Black",Other religion,"Humanities/arts, Social sciences",Somewhat agree,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",I don't intend to get married,Once or twice a week,"Yes, but I am not or do not plan to",Somewhat approve,Somewhat approve,,Faunce,Day 2,JL
10/1/2013 14:54:29,Female,Junior,"Grants, covering some costs",No,Heterosexual,Hispanic,Catholic,"Humanities/arts, Social sciences",Somewhat agree,No opinion,No role,None of the above,"Non-University grants and scholarships, My own income and savings","Yes, I support converting some bathrooms",Not sure,I have never masturbated,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,DO
10/1/2013 14:56:09,Female,Junior,Just loans,No,Heterosexual,White,Agnostic,Social sciences,Not familiar enough to answer,Strongly approve,A moderate role,None of the above,"Federal loans, My parents' income and savings, My parents borrow money from outside sources","Yes, I support converting some bathrooms",25-29,I have never masturbated,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 2,JL
10/1/2013 14:56:40,Female,Sophomore,Grants and loans,No,Heterosexual,Asian,Protestant,Life sciences,No opinion,No opinion,A moderate role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","No, I do not support converting any bathrooms",25-29,I have never masturbated,"Yes, and I am or plan to",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,DO
10/1/2013 14:56:54,Female,First-year,"Grants, covering some costs",No,Heterosexual,Asian,Protestant,"Physical sciences (incl. math, CS)",Somewhat agree,No opinion,No role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,I have never masturbated,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 1,EH
10/1/2013 14:57:33,Male,Junior,None,No,Heterosexual,Other,Muslim,Humanities/arts,Somewhat agree,No opinion,A small role,Anxiety,None of the above,Don't know,25-29,,,Somewhat approve,Strongly disapprove,,Faunce,Day 2,JL
10/1/2013 14:58:41,Male,Junior,None,No,Heterosexual,White,Agnostic,"Physical sciences (incl. math, CS)",Strongly agree,Somewhat approve,A small role,None of the above,"Non-University grants and scholarships, My parents' income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting all bathrooms",Not sure,Once a day,"Yes, and I am or plan to",Somewhat disapprove,Somewhat approve,ALSO CHOSE ATHIEST,J. Walter Wilson: Front/Main Door,Day 2,DO
10/1/2013 14:59:20,Male,Junior,None,No,Homosexual,Asian,Hindu,Humanities/arts,Somewhat agree,Somewhat approve,No role,"Depression, Anxiety, Another mental health condition","University grants and scholarships, My own income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting all bathrooms",Not sure,Once a day,"Yes, but I am not or do not plan to",Somewhat approve,Somewhat approve,,Faunce,Day 1,EH
10/1/2013 14:59:37,Female,Sophomore,"Grants, covering all costs",No,Heterosexual,Asian,Atheist,Life sciences,Somewhat agree,Somewhat approve,A small role,"Depression, Anxiety","University grants and scholarships, My own income and savings","Yes, I support converting all bathrooms",25-29,Once or twice a month,"Yes, but I am not or do not plan to",Somewhat approve,Somewhat approve,,Faunce,Day 2,JL
10/1/2013 15:00:24,Male,First-year,Just loans,Yes,Heterosexual,White,Catholic,,No opinion,Somewhat approve,A small role,None of the above,Federal loans,"Yes, I support converting some bathrooms",25-29,Three to five times a week,"Yes, and I am or plan to",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,DO
10/1/2013 15:01:41,Female,First-year,Grants and loans,No,Heterosexual,Black,Protestant,Life sciences,No opinion,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings",Don't know,18-24,Less than once a month,"No, and I would not have wanted to even if I felt more prepared",I have not heard of the strategic plan,No opinion,,Faunce,Day 2,JL
10/1/2013 15:01:57,Female,Senior,"Grants, covering all costs",No,Heterosexual,Hispanic,Catholic,"Physical sciences (incl. math, CS)",Strongly agree,Strongly approve,A moderate role,None of the above,University grants and scholarships,"Yes, I support converting all bathrooms",18-24,I have never masturbated,"Yes, and I am or plan to",Somewhat approve,I do not know what UCS is,,Faunce,Day 1,EH
10/1/2013 15:02:52,Male,Junior,None,Yes,Heterosexual,White,Atheist,Social sciences,Not familiar enough to answer,Somewhat approve,A small role,None of the above,"My parents' income and savings, My own income and savings",Don't know,25-29,Once a day,"No, but I am or plan to",Somewhat approve,Somewhat approve,,Faunce,Day 2,JL
10/1/2013 15:04:05,Female,First-year,"Grants, covering some costs",No,Heterosexual,White,Jewish,Social sciences,Somewhat agree,No opinion,A moderate role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",25-29,I have never masturbated,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,"Also circled ""30-34"" for Q7",Faunce,Day 1,EH
10/1/2013 15:04:11,Female,Sophomore,Grants and loans,No,Heterosexual,White,Agnostic,"Physical sciences (incl. math, CS)",Somewhat agree,Strongly approve,A small role,None of the above,"University grants and scholarships, Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",25-29,Once or twice a month,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 2,JL
10/1/2013 15:07:08,Female,Junior,None,No,Heterosexual,White,Atheist,Life sciences,Strongly agree,Somewhat disapprove,A small role,None of the above,None of the above,"Yes, I support converting all bathrooms",Not sure,Three to five times a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,Faunce,Day 1,EH
10/1/2013 15:08:21,Male,Senior,"Grants, covering some costs",No,Heterosexual,White,Agnostic,Social sciences,Strongly agree,Strongly disapprove,No role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",Not sure,Three to five times a week,"Yes, but I am not or do not plan to",Strongly disapprove,Strongly disapprove,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:09:18,Female,First-year,None,Yes,Heterosexual,White,Agnostic,"Physical sciences (incl. math, CS)",Not familiar enough to answer,Somewhat approve,A small role,None of the above,My parents' income and savings,Don't know,30-34,I have never masturbated,"Yes, and I am or plan to",I have not heard of the strategic plan,I do not know what UCS is,,Faunce,Day 1,EH
10/1/2013 15:10:10,Female,Junior,,No,Heterosexual,White,Catholic,Social sciences,Strongly agree,Somewhat approve,A small role,None of the above,"University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",18-24,I have never masturbated,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 2,
10/1/2013 15:10:21,Female,Junior,None,No,Homosexual,White,Agnostic,Social sciences,Somewhat agree,No opinion,A moderate role,"Depression, Anxiety","My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",30-34,Once or twice a month,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:11:52,Female,First-year,None,No,Heterosexual,"White, Asian",Jewish,"Life sciences, Physical sciences (incl. math, CS)",Somewhat agree,Somewhat disapprove,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",25-29,I have never masturbated,"Yes, and I am or plan to",Somewhat approve,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:12:25,Female,First-year,Grants and loans,No,Heterosexual,Asian,Catholic,Life sciences,Somewhat agree,No opinion,A moderate role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings","Yes, I support converting some bathrooms",25-29,I have never masturbated,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 2,
10/1/2013 15:13:53,Female,Senior,None,No,Bisexual,Asian,Other religion,Humanities/arts,Strongly agree,No opinion,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",18-24,Once a day,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:15:04,Male,Sophomore,Grants and loans,No,Heterosexual,"White, Hispanic",Protestant,"Humanities/arts, Physical sciences (incl. math, CS)",Strongly agree,Strongly approve,A moderate role,None of the above,"University grants and scholarships, Federal loans, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",25-29,Three to five times a week,"No, but I am or plan to",Somewhat approve,Strongly approve,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:15:52,Male,First-year,None,No,Heterosexual,White,Atheist,Social sciences,Somewhat agree,No opinion,A small role,None of the above,My parents' income and savings,"No, I do not support converting any bathrooms",Not sure,Once or twice a week,"Yes, but I am not or do not plan to",Somewhat disapprove,Somewhat approve,,Faunce,Day 2,cm
10/1/2013 15:16:11,Male,First-year,None,No,Heterosexual,Asian,Atheist,"Physical sciences (incl. math, CS)",Somewhat agree,No opinion,A significant role,None of the above,My parents' income and savings,"Yes, I support converting all bathrooms",25-29,Once or twice a month,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:18:05,Female,Senior,"Grants, covering all costs",No,Heterosexual,White,Catholic,"Social sciences, Life sciences",Not familiar enough to answer,Somewhat approve,No role,None of the above,"University grants and scholarships, My parents' income and savings, My own income and savings","No, I do not support converting any bathrooms",25-29,I have never masturbated,"No, and I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:18:13,Male,Junior,None,No,Heterosexual,Asian,,Humanities/arts,Somewhat agree,No opinion,A small role,None of the above,My parents' income and savings,Don't know,Not sure,Three to five times a week,"Yes, but I am not sure if I will",I have not heard of the strategic plan,No opinion,,Faunce,Day 2,cm
10/1/2013 15:20:11,Male,Sophomore,Just loans,Yes,Heterosexual,White,Other Christian,Life sciences,No opinion,Somewhat approve,A moderate role,None of the above,"Federal loans, Non-University grants and scholarships, My parents' income and savings, My own income and savings",Don't know,25-29,Once or twice a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:21:52,Female,First-year,"Grants, covering some costs",No,Heterosexual,"White, Asian, Hispanic, Native Hawaiian/Pacific Islander",Other religion,"Humanities/arts, Social sciences",Somewhat agree,No opinion,A small role,None of the above,University grants and scholarships,"Yes, I support converting all bathrooms",Not sure,I have never masturbated,"No, but I am or plan to",I have not heard of the strategic plan,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:22:07,Female,Junior,None,No,Heterosexual,Asian,Atheist,Social sciences,Not familiar enough to answer,No opinion,A small role,None of the above,My parents' income and savings,"No, I do not support converting any bathrooms",Not sure,I have never masturbated,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 2,cm
10/1/2013 15:23:03,Male,Sophomore,None,No,Heterosexual,White,Other Christian,Humanities/arts,Strongly agree,No opinion,No role,None of the above,None of the above,Don't know,18-24,,"No, and for that reason, I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:24:19,Female,Sophomore,Grants and loans,No,Bisexual,White,Atheist,Humanities/arts,Strongly agree,Somewhat approve,No role,"Depression, Anxiety, Obsessive-compulsive disorder","University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting all bathrooms",I don't intend to get married,Three to five times a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,I do not know what UCS is,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:23:56,Female,Junior,None,No,Heterosexual,Black,Other religion,"Humanities/arts, Social sciences",Somewhat agree,No opinion,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",30-34,Once or twice a month,"Yes, but I am not or do not plan to",I have not heard of the strategic plan,No opinion,,Faunce,Day 2,cm
10/1/2013 15:26:04,Female,Junior,Grants and loans,No,Heterosexual,"Hispanic, Black",Other Christian,Humanities/arts,Strongly disagree,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings","Yes, I support converting some bathrooms",25-29,Once or twice a month,"No, and for that reason, I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:26:14,Male,Sophomore,None,No,Other,White,Other religion,Humanities/arts,Strongly agree,No opinion,A small role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",18-24,Once or twice a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 2,cm
10/1/2013 15:28:02,Female,Junior,Grants and loans,No,Heterosexual,Asian,Agnostic,"Physical sciences (incl. math, CS)",No opinion,No opinion,A small role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings","Yes, I support converting some bathrooms",30-34,Once or twice a week,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:28:52,Female,Senior,Grants and loans,No,Heterosexual,Black,Catholic,Social sciences,Not familiar enough to answer,No opinion,A moderate role,Attention deficit disorder,"University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Once or twice a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 2,cm
10/1/2013 15:29:35,Male,Sophomore,"Grants, covering all costs",No,Bisexual,Asian,,,Somewhat agree,Somewhat disapprove,A significant role,None of the above,"University grants and scholarships, My parents' income and savings","Yes, I support converting some bathrooms",Not sure,Once or twice a month,"Yes, but I am not sure if I will",Somewhat disapprove,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:31:14,Male,Senior,"Grants, covering all costs",No,Homosexual,White,Other religion,"Humanities/arts, Social sciences, Physical sciences (incl. math, CS)",Somewhat agree,Somewhat approve,A small role,None of the above,"University grants and scholarships, My own income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",Not sure,Three to five times a week,"No, but I am or plan to",Somewhat approve,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:31:27,Female,Senior,None,No,Heterosexual,White,Atheist,Humanities/arts,Strongly agree,No opinion,A small role,"Depression, Anxiety",My parents' income and savings,"Yes, I support converting all bathrooms",25-29,,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 2,cm
10/1/2013 15:33:37,Female,Junior,Grants and loans,No,Heterosexual,White,Atheist,Social sciences,Somewhat agree,Strongly approve,A moderate role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",25-29,I have never masturbated,"Yes, but I am not or do not plan to",Somewhat approve,Strongly disapprove,,Faunce,Day 2,cm
10/1/2013 15:34:03,Male,Senior,"Grants, covering some costs",No,Heterosexual,White,Other religion,Humanities/arts,Strongly agree,Strongly disapprove,No role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My parents' income and savings, My own income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",Not sure,Three to five times a week,"Yes, but I am not or do not plan to",Strongly disapprove,Strongly disapprove,"Person checked off Other, Agnostic, and Atheist under religion",J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:35:12,Female,Junior,None,No,Heterosexual,White,Other Christian,Life sciences,Somewhat agree,Strongly approve,A small role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",30-34,Once or twice a week,"Yes, and I am or plan to",Strongly approve,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:35:22,Female,Sophomore,Just loans,No,Bisexual,White,Atheist,"Physical sciences (incl. math, CS)",Somewhat agree,No opinion,A small role,None of the above,"Federal loans, My parents' income and savings, My parents borrow money from outside sources","Yes, I support converting some bathrooms",Not sure,Three to five times a week,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,Faunce,Day 2,cm
10/1/2013 15:36:24,Male,Junior,None,No,Bisexual,White,Atheist,"Physical sciences (incl. math, CS)",Somewhat agree,Strongly approve,A small role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Once a day,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:36:58,Male,Sophomore,"Grants, covering all costs",No,Heterosexual,Black,Other Christian,"Humanities/arts, Social sciences",Somewhat agree,Somewhat disapprove,A small role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My parents' income and savings, My own income and savings","No, I do not support converting any bathrooms",30-34,Less than once a month,"Yes, but I am not or do not plan to",Somewhat approve,Somewhat disapprove,,Faunce,Day 2,cm
10/1/2013 15:38:10,Female,Junior,None,No,Heterosexual,White,Jewish,Social sciences,Strongly agree,No opinion,A small role,None of the above,"My parents' income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",I don't intend to get married,,"No, and I would not have wanted to even if I felt more prepared",Somewhat disapprove,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:39:19,Male,First-year,None,Yes,Heterosexual,White,Catholic,Life sciences,Somewhat disagree,No opinion,A moderate role,None of the above,My parents' income and savings,"No, I do not support converting any bathrooms",25-29,Once or twice a week,"No, but I am or plan to",I have not heard of the strategic plan,I do not know what UCS is,,Faunce,Day 2,cm
10/1/2013 15:40:04,Male,Sophomore,None,No,Heterosexual,White,Agnostic,Social sciences,Somewhat agree,Somewhat approve,A small role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",30-34,Three to five times a week,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:41:39,Female,Senior,"Grants, covering some costs",No,Heterosexual,Asian,Atheist,"Humanities/arts, Life sciences",Somewhat agree,Strongly disapprove,A small role,"Depression, Anxiety","University grants and scholarships, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",Not sure,Less than once a month,"No, but I am or plan to",Somewhat disapprove,No opinion,,Faunce,Day 2,cm
10/1/2013 15:41:55,Female,Junior,"Grants, covering some costs",No,Heterosexual,Other,Protestant,"Physical sciences (incl. math, CS)",Somewhat agree,Somewhat approve,No opinion,None of the above,"University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",Not sure,Less than once a month,"Yes, and I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat disapprove,"Under ""Race,"" checked off ""Other"" but wrote that they were African",J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:43:21,Female,Sophomore,"Grants, covering some costs",No,Heterosexual,"White, American Indian/Alaska Native",Catholic,Social sciences,Somewhat agree,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",25-29,Once or twice a month,"No, and I am not sure if I will",Somewhat approve,Somewhat approve,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:44:37,Female,Sophomore,None,No,Heterosexual,White,Atheist,"Physical sciences (incl. math, CS)",Somewhat agree,Somewhat approve,A small role,None of the above,"Non-University grants and scholarships, My parents' income and savings","Yes, I support converting all bathrooms",25-29,Less than once a month,"Yes, and I am or plan to",Somewhat approve,Somewhat approve,,Faunce,Day 2,cm
10/1/2013 15:45:42,Male,First-year,None,No,Heterosexual,Asian,Protestant,Social sciences,Strongly agree,No opinion,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",25-29,Less than once a month,"Yes, but I am not sure if I will",Somewhat approve,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:47:01,Female,Senior,None,No,Heterosexual,"White, Black, American Indian/Alaska Native",Atheist,Humanities/arts,No opinion,No opinion,A small role,Attention deficit disorder,None of the above,"Yes, I support converting all bathrooms",Not sure,Once a day,"No, and I would not have wanted to even if I felt more prepared",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:48:13,Male,Junior,None,No,Heterosexual,Asian,Atheist,Social sciences,No opinion,No opinion,A moderate role,None of the above,My parents' income and savings,"Yes, I support converting some bathrooms",Not sure,Once a day,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,Faunce,Day 2,cm
10/1/2013 15:49:36,Female,Junior,"Grants, covering all costs",No,,Asian,Other religion,Life sciences,Not familiar enough to answer,No opinion,A moderate role,None of the above,"University grants and scholarships, My parents' income and savings, My own income and savings","No, I do not support converting any bathrooms",25-29,I have never masturbated,"Yes, but I am not sure if I will",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:51:33,Male,Junior,Grants and loans,Yes,Heterosexual,White,Catholic,Humanities/arts,Somewhat agree,Strongly approve,A small role,None of the above,"University grants and scholarships, Federal loans, My parents' income and savings, My own income and savings","Yes, I support converting all bathrooms",Not sure,Once or twice a week,"Yes, but I am not or do not plan to",Somewhat approve,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:52:17,Female,Senior,None,No,Heterosexual,White,Atheist,Humanities/arts,Strongly agree,No opinion,No role,None of the above,"My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",25-29,Once or twice a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat approve,,Faunce,Day 2,cm
10/1/2013 15:53:19,Female,First-year,"Grants, covering some costs",No,Heterosexual,Asian,Buddhist,Life sciences,Strongly disagree,No opinion,A moderate role,None of the above,University grants and scholarships,"No, I do not support converting any bathrooms",25-29,Less than once a month,"Yes, but I am not or do not plan to",Somewhat disapprove,Somewhat disapprove,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:55:41,Male,Junior,"Grants, covering some costs",No,Heterosexual,Asian,Protestant,Social sciences,Somewhat disagree,Somewhat approve,A moderate role,None of the above,University grants and scholarships,Don't know,25-29,Once a day,"No, but I am or plan to",Somewhat approve,No opinion,,Faunce,Day 2,cm
10/1/2013 15:55:47,Male,Senior,"Grants, covering all costs",No,Homosexual,Asian,Agnostic,"Humanities/arts, Social sciences",Strongly agree,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Federal loans, My own income and savings","Yes, I support converting some bathrooms",30-34,Once a day,"No, and I am not sure if I will",Somewhat approve,Strongly disapprove,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:57:31,Male,Sophomore,None,No,Other,White,Agnostic,Humanities/arts,Somewhat agree,No opinion,A moderate role,"Depression, Anxiety, Bipolar disorder",My parents' income and savings,"Yes, I support converting all bathrooms",I don't intend to get married,Three to five times a week,"Yes, but I am not or do not plan to",I am aware of the plan but do not know enough to have an opinion,No opinion,,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 15:57:57,Male,Junior,None,Yes,Heterosexual,White,Protestant,Social sciences,No opinion,Somewhat approve,A significant role,None of the above,"My parents' income and savings, Non-parental relatives' and friends' contributions","Yes, I support converting some bathrooms",25-29,Less than once a month,"Yes, but I am not sure if I will",Somewhat disapprove,Strongly approve,,Faunce,Day 2,cm
10/1/2013 15:59:34,Female,Sophomore,Just loans,Yes,Heterosexual,White,Jewish,Humanities/arts,Not familiar enough to answer,Somewhat approve,A moderate role,None of the above,"Federal loans, My parents' income and savings","Yes, I support converting some bathrooms",25-29,Once or twice a month,"No, and I would not have wanted to even if I felt more prepared",Somewhat approve,No opinion,Person circled both 25-29 and 30-34 for when they expect to get married,J. Walter Wilson: Front/Main Door,Day 2,GD
10/1/2013 16:00:42,Male,Senior,"Grants, covering some costs",No,Heterosexual,Asian,Catholic,"Physical sciences (incl. math, CS)",No opinion,Somewhat approve,A moderate role,None of the above,"University grants and scholarships, Non-University grants and scholarships, My parents' income and savings, My own income and savings","Yes, I support converting some bathrooms",30-34,,"No, but I am or plan to",I am aware of the plan but do not know enough to have an opinion,Somewhat disapprove,,J. Walter Wilson: Front/Main Door,Day 2,GD
