Timestamp,Location,Day,Your initials,,Gender,Year,Financial Aid,Sports,Sexual Orientation,Race,Concentration,First gen,Domestic/Intl,Greek,Q1 Paxson,Q2 Political Fiscal,Q3 Political Fiscal,Q4 Political Comfort,Q5 Alcohol,Q6 Phi Psi,Q7 Sigma,Q8 Inadequacy,Q9 Grad Student Roles,Q10 GS experience,Q11 Lecture laptop,Q12 Lyft/Uber,Notes
3/4/2015 11:38:55,JWW front,Day 1,NF,,Male,First-year,"Grants, covering all costs",No,Gay,"White, Black",Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Very comfortable,Not familiar enough to answer,Yes,No opinion,"Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Neutral,I do not use my laptop in class,Once a semester,
3/4/2015 11:39:34,JWW front,Day 1,KT,,Female,Junior,None,No,Hetero,White,Physical sciences,No,Domestic,No,Strongly approve,Centrist,Somewhat liberal,No opinion,No opinion,Yes,Yes,"Yes, about my academic ability, Yes, about my social life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very positive,'30 minutes',Multiple times a week,
3/4/2015 11:39:52,SciLi,Day 1,AJ,,Male,Junior,"Grants, covering some costs",No,Hetero,Black,Physical sciences,Yes,Domestic,No,Somewhat approve,Somewhat cons,Somewhat liberal,No opinion,No opinion,No opinion,No opinion,"Yes, about my academic ability, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me, Other",Somewhat positive,'0 minutes',Never,
3/4/2015 11:40:17,JWW front,Day 1,GY,,Male,First-year,None,No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,Yes,Not familiar enough to answer,"Yes, about my academic ability","Grad students have been mentors (formal or informal) to me, Other",Very positive,I do not use my laptop in class,Once a month,
3/4/2015 11:41:31,JWW front,Day 1,KT,,Male,First-year,None,No,Gay,"White, Asian",Humanities/arts,No,Domestic,No,Strongly approve,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,I have not interacted with grad students,'10 minutes',Never,
3/4/2015 11:42:56,JWW front,Day 1,GY,,Male,Sophomore,None,No,Hetero,White,Physical sciences,No,Domestic,No,Strongly approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Never,
3/4/2015 11:43:03,SciLi,Day 1,AJ,,Male,Senior,Grants and loans,No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh",Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student",Very positive,'0 minutes',Once a month,
3/4/2015 11:43:11,JWW front,Day 1,nf,,Male,Sophomore,None,No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Very comfortable,No opinion,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Never,
3/4/2015 11:43:47,JWW front,Day 1,KT,,Male,Sophomore,None,No,Hetero,Asian,Life sciences,No,Domestic,Yes,Strongly disapprove,Centrist,Somewhat liberal,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'20 minutes',Once a week,
3/4/2015 11:44:13,SciLi,Day 1,AJ,,Female,Senior,None,No,Hetero,White,"Humanities/arts, Social sciences",No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,'10 minutes',Once a month,
3/4/2015 11:44:36,JWW front,Day 1,GY,,Male,First-year,Grants and loans,No,Hetero,Hispanic,"Social sciences, Physical sciences",Yes,Domestic,No,Strongly approve,Somewhat cons,Somewhat cons,No opinion,Strongly approve,Yes,"No, they were too lenient",,"I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student",Somewhat positive,'20 minutes',Once a week,
3/4/2015 11:45:48,SciLi,Day 1,AJ,,Female,Junior,"Grants, covering all costs",No,Hetero,White,Social sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,Somewhat uncomfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my social life, Yes, about my sex/love life, Yes, about my socioeconomic status",Other,Neutral,I do not use my laptop in class,Once a month,
3/4/2015 11:46:22,JWW front,Day 1,GY,,Female,First-year,None,No,Hetero,Asian,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Somewhat positive,'10 minutes',Never,
3/4/2015 11:47:27,SciLi,Day 1,AJ,,Male,First-year,None,No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Somewhat liberal,Somewhat comfortable,Somewhat approve,Yes,"No, they were too harsh","Yes, about my academic ability",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Once a week,
3/4/2015 11:48:21,JWW front,Day 1,GY,,Female,First-year,"Grants, covering all costs",No,Hetero,Hispanic,Social sciences,,Domestic,No,Somewhat disapprove,Somewhat liberal,Somewhat liberal,No opinion,No opinion,Yes,No opinion,"Yes, about my socioeconomic status",I have had grad students as teaching assistants,Neutral,'10 minutes',Once a month,
3/4/2015 11:48:24,JWW front,Day 1,nf,,Male,Sophomore,"Grants, covering some costs",No,,Hispanic,Social sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh",,"I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'50 minutes',Once a week,
3/4/2015 11:48:28,JWW front,Day 1,KT,,Female,First-year,None,No,Bisexual,"White, Hispanic",Life sciences,No,Domestic,No,No opinion,No opinion,Very lib,Somewhat comfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my sex/love life, Yes, about my appearance, Yes, about something not listed above",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a month,
3/4/2015 11:49:16,SciLi,Day 1,AJ,,Female,First-year,None,No,Hetero,Asian,Physical sciences,No,International,No,Somewhat approve,Somewhat cons,Centrist,Somewhat comfortable,Strongly approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my social life",I have had grad students as teaching assistants,Somewhat positive,'0 minutes',Once a week,
3/4/2015 11:49:59,JWW front,Day 1,GY,,Male,First-year,Grants and loans,No,Gay,Hispanic,Physical sciences,Yes,Domestic,No,Somewhat approve,No opinion,Very lib,No opinion,No opinion,No opinion,No opinion,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life",I have had grad students as teaching assistants,Neutral,'10 minutes',Once a week,
3/4/2015 11:50:36,JWW front,Day 1,KT,,Female,Sophomore,None,No,Hetero,Asian,"Humanities/arts, Social sciences",No,International,Yes,Somewhat disapprove,Somewhat cons,Somewhat liberal,Very uncomfortable,Strongly disapprove,Not familiar enough to answer,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,'10 minutes',Once a week,
3/4/2015 11:51:24,JWW front,Day 1,GY,,Female,Junior,Grants and loans,No,Hetero,White,Life sciences,No,Domestic,Yes,Somewhat approve,Somewhat liberal,Very lib,Very comfortable,Somewhat disapprove,Yes,"No, they were too lenient","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,'30 minutes',Never,
3/4/2015 11:51:36,JWW front,Day 1,nf,,Female,Senior,"Grants, covering all costs",No,Hetero,Hispanic,Physical sciences,Yes,Domestic,No,Somewhat disapprove,Very lib,Very lib,Somewhat comfortable,Strongly disapprove,Yes,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my sex/love life, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'20 minutes',Once a week,
3/4/2015 11:52:35,JWW front,Day 1,GY,,Male,Junior,None,No,Hetero,White,Social sciences,No,Domestic,Yes,No opinion,Centrist,Centrist,Very uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a week,
3/4/2015 11:53:33,JWW front,Day 1,KT,,Male,First-year,None,No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Centrist,Somewhat liberal,Very comfortable,No opinion,Yes,"No, they were too harsh","Yes, about my social life, Yes, about my sex/love life",I have taken a course taught by a grad student,Neutral,I do not use my laptop in class,Once a month,
3/4/2015 11:53:44,JWW front,Day 1,GY,,Female,First-year,None,No,Hetero,White,Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Once a month,
3/4/2015 11:55:03,JWW front,Day 1,GY,,Male,First-year,None,,Bisexual,Other,"Humanities/arts, Social sciences",No,Domestic,No,Somewhat approve,Centrist,Very lib,Somewhat comfortable,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,'10 minutes',Once a week,
3/4/2015 11:55:55,JWW front,Day 1,KT,,Female,Sophomore,Grants and loans,Yes,Hetero,Black,Social sciences,No,Domestic,No,No opinion,Very lib,Somewhat liberal,No opinion,No opinion,Yes,Yes,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat negative,'50 minutes',Never,
3/4/2015 11:56:25,JWW front,Day 1,GY,,Male,First-year,None,No,Hetero,"White, Asian, Native Hawaiian/Pacific",Social sciences,No,International,Yes,No opinion,Somewhat cons,Very lib,Somewhat uncomfortable,No opinion,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability",I have had grad students as teaching assistants,Somewhat positive,'0 minutes',Once a month,
3/4/2015 11:57:26,JWW front,Day 1,nf,,Female,First-year,Grants and loans,Yes,Hetero,White,Life sciences,No,Domestic,No,No opinion,Somewhat cons,Somewhat liberal,Very comfortable,Strongly disapprove,Yes,Yes,"Yes, about my academic ability",I have not interacted with grad students,I have not interacted with grad students,'20 minutes',Once a week,
3/4/2015 11:57:55,JWW front,Day 1,GY,,Male,First-year,Grants and loans,No,Gay,White,Life sciences,Yes,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,Not familiar enough to answer,"No, they were too harsh","Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",I have not interacted with grad students,I do not use my laptop in class,Once a month,
3/4/2015 11:59:16,JWW front,Day 1,GY,,Female,First-year,"Grants, covering all costs",No,Hetero,Hispanic,"Life sciences, Physical sciences",Yes,Domestic,No,Somewhat approve,No opinion,Very lib,Somewhat uncomfortable,No opinion,Not familiar enough to answer,Yes,"Yes, about my socioeconomic status, Yes, about something not listed above",I have interacted with grad students while doing research,Very positive,'10 minutes',Once a semester,
3/4/2015 12:00:23,JWW front,Day 1,KT,,Male,Junior,Grants and loans,No,Bisexual,"Asian, Native Hawaiian/Pacific",Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat uncomfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my sex/love life, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a week,
3/4/2015 12:00:34,JWW front,Day 1,GY,,Female,Senior,None,No,Hetero,White,Humanities/arts,No,Domestic,No,No opinion,Very lib,Very lib,Very comfortable,Strongly disapprove,Yes,"No, they were too harsh","Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Neutral,I do not use my laptop in class,Multiple times a week,
3/4/2015 12:02:02,JWW front,Day 1,GY,,Female,Senior,None,No,Hetero,White,Life sciences,No,Domestic,No,Somewhat disapprove,Centrist,Somewhat liberal,Very comfortable,Somewhat disapprove,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have interacted with grad students while doing research,Very positive,I do not use my laptop in class,Once a month,
3/4/2015 12:03:10,JWW front,Day 1,KT,,Male,Senior,None,No,Hetero,White,Physical sciences,No,Domestic,Yes,Somewhat disapprove,Somewhat cons,Very lib,Somewhat uncomfortable,Strongly disapprove,Yes,"No, they were too harsh","Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Neutral,'10 minutes',Once a month,
3/4/2015 12:03:22,JWW front,Day 1,nf,,Male,Senior,None,No,Hetero,White,"Humanities/arts, Social sciences",No,Domestic,No,Somewhat approve,Somewhat liberal,Centrist,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Neutral,'20 minutes',Once a month,
3/4/2015 12:03:37,JWW front,Day 1,GY,,Female,Sophomore,"Grants, covering some costs",No,Hetero,Hispanic,Humanities/arts,Yes,Domestic,No,Somewhat approve,Somewhat liberal,No opinion,Somewhat comfortable,Not familiar enough to answer,"No, they were too harsh",Yes,"Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,'0 minutes',Once a semester,
3/4/2015 12:05:11,JWW front,Day 1,GY,,Female,Senior,Grants and loans,No,Hetero,Asian,"Humanities/arts, Life sciences",No,Domestic,No,Strongly disapprove,Somewhat liberal,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh",Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,'20 minutes',Once a month,
3/4/2015 12:06:24,JWW front,Day 1,GY,,Female,Junior,None,No,Hetero,White,Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Never,
3/4/2015 12:06:33,JWW front,Day 1,KT,,Male,Senior,Grants and loans,No,Hetero,White,Life sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,No opinion,"No, they were too harsh",No opinion,"Yes, about my social life","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,'10 minutes',Once a semester,
3/4/2015 12:07:34,JWW front,Day 1,GY,,Female,Sophomore,None,No,Hetero,Asian,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Somewhat comfortable,No opinion,Not familiar enough to answer,No opinion,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Once a semester,
3/4/2015 12:10:44,JWW front,Day 1,LJR,,Female,Sophomore,Grants and loans,No,Other,Asian,Life sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Strongly approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my social life",I have not interacted with grad students,I have not interacted with grad students,'0 minutes',Once a month,
3/4/2015 12:10:45,JWW front,Day 1,GY,,Female,Senior,Grants and loans,No,Hetero,White,Life sciences,No,Domestic,No,Strongly disapprove,Very lib,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too lenient","Yes, about my sex/love life, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Neutral,'10 minutes',Once a month,
3/4/2015 12:12:12,JWW front,Day 1,GY,,Male,Sophomore,None,No,Hetero,"White, Asian","Humanities/arts, Social sciences",No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,Yes,Not familiar enough to answer,"Yes, about my academic ability, Yes, about something not listed above",I have had grad students as teaching assistants,Very positive,'0 minutes',Once a month,
3/4/2015 12:13:03,JWW front,Day 1,GY,,Female,First-year,None,No,Hetero,White,Humanities/arts,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,Not familiar enough to answer,"No, they were too harsh","Yes, about my academic ability, Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Once a month,
3/4/2015 12:13:21,JWW front,Day 1,LJR,,Male,First-year,"Grants, covering some costs",No,Gay,White,Social sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,Very comfortable,Somewhat disapprove,"No, they were too lenient","No, they were too harsh","Yes, about my appearance, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,I do not use my laptop in class,Once a week,
3/4/2015 12:14:08,JWW front,Day 1,GY,,Male,Junior,None,No,Hetero,"Asian, Other",Physical sciences,No,International,Yes,No opinion,Centrist,Somewhat liberal,Very uncomfortable,Somewhat disapprove,"No, they were too harsh",Yes,"Yes, about my academic ability","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'20 minutes',Never,
3/4/2015 12:15:19,JWW front,Day 1,GY,,Female,Senior,"Grants, covering all costs",No,Hetero,Hispanic,Social sciences,Yes,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Somewhat comfortable,Strongly approve,"No, they were too lenient","No, they were too lenient","Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,'0 minutes',Once a month,
3/4/2015 12:15:40,JWW front,Day 1,ljr,,Female,Junior,None,No,Hetero,White,Humanities/arts,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Neutral,'0 minutes',Multiple times a week,
3/4/2015 12:17:36,JWW front,Day 1,GY,,Male,First-year,None,No,Gay,"White, Hispanic","Social sciences, Life sciences",No,Domestic,No,Somewhat approve,Somewhat cons,Somewhat liberal,Somewhat uncomfortable,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'0 minutes',Once a week,
3/4/2015 12:18:01,JWW front,Day 1,ljr,,Female,Junior,None,No,Hetero,White,Social sciences,No,Domestic,Yes,Somewhat approve,Very lib,Very lib,Somewhat comfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a month,
3/4/2015 12:18:39,JWW front,Day 1,GY,,Male,Senior,"Grants, covering all costs",No,Hetero,Hispanic,Humanities/arts,Yes,International,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat approve,No opinion,No opinion,"Yes, about my socioeconomic status",Grad students have been mentors (formal or informal) to me,Very positive,'0 minutes',Once a semester,
3/4/2015 12:20:13,JWW front,Day 1,GY,,Male,First-year,"Grants, covering some costs",No,Hetero,Asian,"Social sciences, Life sciences",No,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my appearance, Yes, about my socioeconomic status","I have had grad students as teaching assistants, Grad students have been mentors (formal or informal) to me",Very positive,'0 minutes',Once a semester,
3/4/2015 12:21:10,JWW front,Day 1,GY,,Male,Junior,"Grants, covering some costs",No,Hetero,Black,"Humanities/arts, Social sciences",Yes,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a semester,
3/4/2015 12:21:41,JWW front,Day 1,LJR,,Female,First-year,Grants and loans,No,Bisexual,Hispanic,"Humanities/arts, Social sciences",No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too lenient",Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance",Other,Neutral,'10 minutes',Once a month,for #4 - respondant circled both very comfortable and somewhat comfortable. I entered somewhat comfortable
3/4/2015 12:22:11,SciLi,Day 1,ej,,Female,First-year,None,No,Hetero,Asian,Physical sciences,No,International,No,No opinion,Somewhat cons,Centrist,Somewhat comfortable,Strongly approve,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my social life",I have had grad students as teaching assistants,Somewhat positive,'0 minutes',Once a week,
3/4/2015 12:22:37,JWW front,Day 1,GY,,Female,Junior,Just loans,No,Hetero,"White, Hispanic","Humanities/arts, Social sciences",No,Domestic,No,Somewhat approve,Very lib,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh",Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,I do not use my laptop in class,Once a month,
3/4/2015 12:23:24,JWW front,Day 1,LJR,,Female,Sophomore,Just loans,No,Hetero,Asian,"Humanities/arts, Physical sciences",No,Domestic,No,Strongly disapprove,Very lib,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh",Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Once a month,
3/4/2015 12:24:47,SciLi,Day 1,ej,,Female,Junior,None,No,Hetero,Asian,Humanities/arts,Yes,International,No,Somewhat disapprove,Somewhat liberal,Somewhat liberal,Very comfortable,Somewhat approve,"No, they were too harsh",Not familiar enough to answer,"Yes, about something not listed above","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Neutral,'10 minutes',Multiple times a week,
3/4/2015 12:25:10,JWW front,Day 1,LJR,,Male,Sophomore,"Grants, covering all costs",No,Hetero,Black,Social sciences,Yes,Domestic,Yes,No opinion,Somewhat cons,Centrist,Very comfortable,Strongly disapprove,Yes,Yes,"No, I do not feel inadequate relative to other Brown students",I have interacted with grad students while doing research,Somewhat positive,I do not use my laptop in class,Never,
3/4/2015 12:27:17,SciLi,Day 1,ej,,Other,First-year,None,No,Gay,White,Social sciences,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Very comfortable,Somewhat approve,Yes,Yes,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Other",Somewhat positive,'0 minutes',Never,"next to 'Other' for Q9, the respondent wrote ""(grad students in classes w/ me)"
3/4/2015 12:27:40,JWW front,Day 1,LJR,,Female,Sophomore,Grants and loans,No,Hetero,Black,Social sciences,Yes,Domestic,Yes,No opinion,No opinion,No opinion,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my socioeconomic status",I have not interacted with grad students,Neutral,'50 minutes',Never,
3/4/2015 12:29:21,SciLi,Day 1,ej,,Female,First-year,"Grants, covering all costs",No,Hetero,White,Physical sciences,No,Domestic,No,Strongly approve,Somewhat liberal,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my socioeconomic status",I have had grad students as teaching assistants,Very positive,'0 minutes',Once a semester,
3/4/2015 12:30:00,JWW front,Day 1,LJR,,Male,First-year,None,,Other,White,Physical sciences,No,Domestic,Yes,Somewhat disapprove,Very lib,Very lib,Very comfortable,Somewhat disapprove,"No, they were too lenient",Yes,"Yes, about my sex/love life","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Neutral,I do not use my laptop in class,Once a month,
3/4/2015 12:31:00,SciLi,Day 1,ej,,Female,Senior,"Grants, covering some costs",No,Hetero,Asian,Life sciences,No,Domestic,No,Somewhat disapprove,Somewhat cons,Somewhat cons,Somewhat comfortable,Somewhat approve,Yes,Not familiar enough to answer,"Yes, about my sex/love life, Yes, about my appearance, Yes, about something not listed above","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student",Very positive,'10 minutes',Never,
3/4/2015 12:31:45,JWW front,Day 1,LJR,,Female,Junior,None,No,Other,White,Life sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Somewhat comfortable,Strongly approve,Yes,Yes,"Yes, about my academic ability","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,I do not use my laptop in class,Never,
3/4/2015 12:32:58,SciLi,Day 1,ej,,Female,First-year,None,No,Other,White,"Social sciences, Life sciences",No,Domestic,Yes,Somewhat disapprove,Very lib,Very lib,Very comfortable,Strongly approve,"No, they were too lenient","No, they were too lenient","Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me",Very positive,'30 minutes',Once a month,
3/4/2015 12:33:13,JWW front,Day 1,LJR,,Female,Sophomore,None,No,Hetero,"White, Hispanic",Humanities/arts,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat disapprove,Yes,Not familiar enough to answer,"Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,'20 minutes',Once a month,
3/4/2015 12:34:43,JWW front,Day 1,LJR,,Male,Junior,"Grants, covering some costs",No,Hetero,Black,Social sciences,No,Domestic,No,Somewhat approve,Centrist,Somewhat liberal,Somewhat comfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Other",Somewhat positive,I do not use my laptop in class,Once a month,
3/4/2015 12:36:43,SciLi,Day 1,ej,,Male,Sophomore,Just loans,No,Hetero,Asian,Physical sciences,No,Domestic,No,Somewhat approve,Centrist,Centrist,Very uncomfortable,Strongly approve,Yes,Yes,"Yes, about my appearance","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,I do not use my laptop in class,Once a semester,
3/4/2015 12:37:02,JWW front,Day 1,LJR,,Female,Junior,None,No,Hetero,Black,Social sciences,No,Domestic,No,Somewhat disapprove,Centrist,Very lib,Somewhat comfortable,Somewhat disapprove,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have taken a course taught by a grad student,Neutral,'10 minutes',Once a week,
3/4/2015 12:37:54,SciLi,Day 1,ej,,Female,Junior,None,No,Hetero,White,Humanities/arts,No,Domestic,No,No opinion,Centrist,Very lib,Somewhat comfortable,No opinion,"No, they were too harsh","No, they were too harsh","Yes, about my sex/love life",I have taken a course taught by a grad student,Very positive,I do not use my laptop in class,Once a week,
